"Product","product_map","Category"
"oxacillin-hydrolyzing class D beta-lactamase OXA-50","A31441","beta-lactamase"
"oxacillin-hydrolyzing class D beta-lactamase OXA-57","A62228","beta-lactamase"
"oxacillin-hydrolyzing class D beta-lactamase OXA-85","A41351","beta-lactamase"
"oxacillin-hydrolyzing class D beta-lactamase OXA-9","A25819","beta-lactamase"
"oxetanocin A resistance protein OxrB","A60838","oxetanocin"
"OXY family class A extended-spectrum beta-lactamase","A55434","beta-lactamase"
"OXY family extended-spectrum class A beta-lactamase","A34267","beta-lactamase"
"oxytetracycline resistance efflux MFS transporter OtrB","A16643","tetracycline resistance"
"oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)","A16549","tetracycline resistance"
"PAM family subclass B3 metallo-beta-lactamase","A41519","beta-lactamase"
"PDC family class C beta-lactamase","A22453","beta-lactamase"
"PEDO-1 family subclass B3 metallo-beta-lactamase","A30665","beta-lactamase"
"PEDO-2 family subclass B3 metallo-beta-lactamase","A61360","beta-lactamase"
"PEDO-3 family subclass B1 metallo-beta-lactamase","A45509","beta-lactamase"
"PEN-A family class A beta-lactamase","A24823","beta-lactamase"
"PEN-B family class A beta-lactamase","A21527","beta-lactamase"
"PEN-F family class A beta-lactamase","A37044","beta-lactamase"
"PEN-J family class A beta-lactamase","A39089","beta-lactamase"
"PEN-L family class A beta-lactamase","A57954","beta-lactamase"
"PEN-M family class A beta-lactamase","A50783","beta-lactamase"
"PEN-N family class A beta-lactamase","A31932","beta-lactamase"
"PEN family class A beta-lactamase, Bcc-type","A32650","beta-lactamase"
"PEN family class A beta-lactamase, Bpc-type","A23628","beta-lactamase"
"PenI family class A extended-spectrum beta-lactamase","A46225","beta-lactamase"
"penicillin-hydrolyzing class A beta-lactamase BlaZ","A16905","beta-lactamase"
"penicillin-hydrolyzing class A beta-lactamase CBP-1","A56268","beta-lactamase"
"penicillin-hydrolyzing class A beta-lactamase HER-1","A39883","beta-lactamase"
"peptide antibiotic resistance protein","A35315","antimicrobial peptide"
"PER family class A extended-spectrum beta-lactamase","A51522","beta-lactamase"
"PER family extended-spectrum class A beta-lactamase","A42096","beta-lactamase"
"periplasmic multidrug efflux lipoprotein precursor","A65310","multidrug"
"PLA family class A beta-lactamase","A52111","beta-lactamase"
"PLA/ORN/TER family class A beta-lactamase","A46212","beta-lactamase"
"PME family class A beta-lactamase","A71341","beta-lactamase"
"polymyxin B resistance protein pmrD","A24998","polymyxin"
"polymyxin resistance protein B","A67586","polymyxin"
"polymyxin resistance protein PmrD","A71295","polymyxin"
"POM family subclass B3 metallo-beta-lactamase","A39199","beta-lactamase"
"PRC family class C beta-lactamase","A27030","beta-lactamase"
"precolibactin export MATE transporter ClbM","A17757","multidrug"
"proton-coupled multidrug efflux MATE transporter PmpM","A19671","multidrug"
"PSE family carbenicillin-hydrolyzing class A beta-lactamase","A30275","beta-lactamase"
"PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-12","A31793","beta-lactamase"
"PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-2","A12479","beta-lactamase"
"PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-4","A58545","beta-lactamase"
"PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-53","A37729","beta-lactamase"
"PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-7","A66376","beta-lactamase"
"PST family subclass B1 metallo-beta-lactamase","A55615","beta-lactamase"
"PSZ family class C beta-lactamase","A14424","beta-lactamase"
"putative ABC-type multidrug transport system","A68034","multidrug"
"putative ABC-type multidrug transport system, ATPase component","A66712","multidrug"
"putative ABC-type multidrug/protein/lipid transport system","A67562","multidrug"
"putative beta-lactamase class C","A67658","beta-lactamase"
"putative beta-lactamase transcriptional repressor AxcR","A46118","beta-lactamase;multidrug"
"putative bicyclomycin/multidrug transport protein (MFS superfamily)","A68965","multidrug"
"putative chloramphenicol 3-O phosphotransferase (CPT)","A37317","chloramphenicol"
"putative drug efflux protein (perhaps for chloramphenicol)","A66751","chloramphenicol"
"putative glutathione-S-transferase","A67023","fosfomycin"
"putative glutathione S-transferase YncG","A47907","fosfomycin"
"putative marR-family transcriptional regulator","A67279","multidrug"
"putative MATE family transport protein","A67229","multidrug"
"putative melittin resistance protein","A67585","melittin"
"putative membrane fusion protein; putative exporter subunit (benzoate transcriptome)","A53178","multidrug"
"putative membrane located multidrug resistance protein","A67966","multidrug"
"putative metal-dependent hydrolases of the beta-lactamase superfamily II","A67812","beta-lactamase"
"putative metallo-beta-lactamase","A67084","beta-lactamase"
"putative MFS multidrug efflux pump","A68599","multidrug"
"putative MFS superfamily multidrug transport protein","A67759","multidrug"
"putative multidrug ABC transporter permease protein","A62046","multidrug"
"putative multidrug efflux protein","A67278","multidrug"
"putative multidrug efflux protein AdeT1","A20481","multidrug"
"putative multidrug efflux protein AdeT2","A20537","multidrug"
"putative multidrug efflux pump MdtD","A48339","multidrug"
"putative multidrug efflux pump membrane fusion protein","A49712","multidrug"
"putative multidrug efflux pump outer membrane channel","A49710","multidrug"
"putative multidrug efflux pump subunit MdtO","A49711","multidrug"
"putative multidrug efflux transcriptional regulator CeoR","A21536","multidrug"
"putative multidrug resistance efflux pump","A67236","multidrug"
"putative multidrug resistance protein","A68751","multidrug"
"putative multidrug resistant protein","A61554","multidrug"
"putative multiple antibiotic resistance protein MarR","A69273","multidrug"
"putative mycinamicin-resistance protein MyrA","A60630","mycinamicin"
"putative NAD(+)--rifampin ADP-ribosyltransferase","A26687","rifampin"
"putative polymyxin B resistance protein pmrD","A60288","polymyxin"
"putative protein secretion efflux system, membrane fusion protein","A68565","multidrug"
"putative protein secretion efflux system, membrane fusion protein(superfamily ABC, membrane)","A68564","multidrug"
"putative streptogramin lyase, gluconolactonase family","A46570","streptogramin"
"putative streptomycin 6-O-phosphotransferase","A37319","streptomycin"
"putative subclass B3 metallo-beta-lactamase","A27312","beta-lactamase"
"putative tunicamycin resistance ATP-binding protein TmrD","A43655","tunicamycin"
"putative virulence factor MviN family (multidrug/oligosaccharidyl-lipid/polysaccharide exporter superfamily)","A69121","multidrug"
"putative Zn-dependent hydrolases of the beta-lactamase fold","A68327","beta-lactamase"
"Qac-pB8 family quaternary ammonium compound efflux SMR transporter","A51769","quaternary ammonium compound"
"Qac family quaternary ammonium compound efflux SMR transporter","A27034","quaternary ammonium compound"
"QacA/B family quaternary ammonium compound efflux MFS transporter","A25661","quaternary ammonium compound"
"QacCGHJ group quaternary ammonium compound efflux SMR transporter","A35117","quaternary ammonium compound"
"QacE family quaternary ammonium compound efflux SMR transporter","A11712","quaternary ammonium compound"
"QnrA family quinolone resistance pentapeptide repeat protein","A44668","quinolone"
"QnrAS family quinolone resistance pentapeptide repeat protein","A51946","quinolone"
"QnrB family quinolone resistance pentapeptide repeat protein","A29513","quinolone"
"QnrD family quinolone resistance pentapeptide repeat protein","A52172","quinolone"
"QnrE family quinolone resistance pentapeptide repeat protein","A31659","quinolone"
"QnrS family quinolone resistance pentapeptide repeat protein","A24424","quinolone"
"QnrVC family quinolone resistance pentapeptide repeat protein","A32773","quinolone"
"quaternary ammonium compound-resistance protein SugE","A25974","quaternary ammonium compound"
"quaternary ammonium compound efflux MFS transporter QacA","A22447","quaternary ammonium compound"
"quaternary ammonium compound efflux MFS transporter QacB","A44242","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter BcrB","A36337","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter BcrC","A36336","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter EmrE","A31596","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter QacC","A22300","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter QacE","A31560","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter QacE delta 1","A5973","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter QacF","A33618","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter QacG","A39080","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter QacG2","A17787","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter QacH","A27788","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter QacJ","A34953","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter QacK","A62702","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter QacL","A20300","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter SugE","A2878","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter SugE1","A30693","quaternary ammonium compound"
"quaternary ammonium compound efflux SMR transporter SugE2","A30694","quaternary ammonium compound"
"quaternary ammonium compound resistance protein","A33269","quaternary ammonium compound"
"quinolone resistance pentapeptide repeat protein QnrA1","A24296","quinolone"
"quinolone resistance pentapeptide repeat protein QnrA10","A24732","quinolone"
"quinolone resistance pentapeptide repeat protein QnrA2","A52605","quinolone"
"quinolone resistance pentapeptide repeat protein QnrA3","A36151","quinolone"
"quinolone resistance pentapeptide repeat protein QnrA4","A46386","quinolone"
"quinolone resistance pentapeptide repeat protein QnrA6","A44816","quinolone"
"quinolone resistance pentapeptide repeat protein QnrA7","A64934","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB1","A22716","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB10","A33512","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB12","A55779","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB17","A42143","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB19","A31737","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB2","A31436","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB28","A44840","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB30","A71387","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB35","A41046","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB38","A42652","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB4","A22710","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB40","A39889","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB47","A43722","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB5","A61617","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB52","A39979","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB6","A8293","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB61","A62214","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB68","A41697","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB69","A55647","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB7","A35370","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB9","A29671","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB91","A29685","quinolone"
"quinolone resistance pentapeptide repeat protein QnrB96","A45546","quinolone"
"quinolone resistance pentapeptide repeat protein QnrD1","A26955","quinolone"
"quinolone resistance pentapeptide repeat protein QnrD3","A70773","quinolone"
"quinolone resistance pentapeptide repeat protein QnrE1","A32645","quinolone"
"quinolone resistance pentapeptide repeat protein QnrE2","A59975","quinolone"
"quinolone resistance pentapeptide repeat protein QnrE3","A39128","quinolone"
"quinolone resistance pentapeptide repeat protein QnrS1","A15587","quinolone"
"quinolone resistance pentapeptide repeat protein QnrS11","A59928","quinolone"
"quinolone resistance pentapeptide repeat protein QnrS13","A32529","quinolone"
"quinolone resistance pentapeptide repeat protein QnrS2","A31250","quinolone"
"quinolone resistance pentapeptide repeat protein QnrS4","A51227","quinolone"
"quinolone resistance pentapeptide repeat protein QnrVC1","A26219","quinolone"
"quinolone resistance pentapeptide repeat protein QnrVC10","A43856","quinolone"
"quinolone resistance pentapeptide repeat protein QnrVC4","A39324","quinolone"
"quinolone resistance pentapeptide repeat protein QnrVC5","A40053","quinolone"
"quinolone resistance pentapeptide repeat protein QnrVC6","A35355","quinolone"
"quinolone resistance pentapeptide repeat protein QnrVC7","A45197","quinolone"
"quinolone resistance protein","A45948","quinolone"
"quinolone resistance protein norA","A46449","quinolone"
"RAA family class A beta-lactamase","A41919","beta-lactamase"
"RAD family carbapenem-hydrolyzing class D beta-lactamase","A38576","beta-lactamase"
"radical SAM mobile pair system MarR family transcriptional regulator","A25681","multidrug"
"RAHN family extended-spectrum class A beta-lactamase","A42772","beta-lactamase"
"RASA family extended-spectrum class A beta-lactamase","A33674","beta-lactamase"
"RCP family class A beta-lactamase","A39258","beta-lactamase"
"resistance-nodulation-cell division (RND) divalent metal cation efflux membrane fusion protein CzcB","A64646","multidrug"
"resistance-nodulation-cell division (RND) efflux membrane fusion protein","A64370","multidrug"
"resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexC","A64826","multidrug"
"resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexE","A64633","multidrug"
"resistance-nodulation-cell division (RND) multidrug efflux transporter MexB","A68935","multidrug"
"resistance-nodulation-cell division (RND) multidrug efflux transporter MexD","A64825","multidrug"
"resistance-nodulation-cell division (RND) multidrug efflux transporter MexF","A64634","multidrug"
"RHO family class C beta-lactamase","A32423","beta-lactamase"
"rifampin ADP-ribosyl transferase","A35913","rifampin"
"rifampin monooxygenase","A15511","rifampin"
"rifampin monooxygenase Iri","A32884","rifampin"
"rifampin monooxygenase Rox","A52082","rifampin"
"RND family aminoglycoside/multidrug efflux pump","A67660","aminoglycoside;multidrug"
"RND family multidrug transport protein","A67976","multidrug"
"RND multidrug efflux transporter MexF","A68866","multidrug"
"RND superfamily multidrug efflux system protein","A57402","multidrug"
"RND type efflux pump involved in aminoglycoside resistance","A60209","aminoglycoside"
"ROB family class A beta-lactamase","A61673","beta-lactamase"
"RSA1 family class A beta-lactamase","A35185","beta-lactamase"
"RTG family carbenicillin-hydrolyzing class A beta-lactamase","A45567","beta-lactamase"
"RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-16","A40255","beta-lactamase"
"RUB family broad-spectrum class A beta-lactamase","A43091","beta-lactamase"
"RUB family class A broad-spectrum beta-lactamase","A43111","beta-lactamase"
"SAV1866 family putative multidrug efflux ABC transporter","A15075","multidrug"
"SED family class A beta-lactamase","A15556","beta-lactamase"
"SepA family multidrug efflux transporter","A17257","multidrug"
"SFDC family class C beta-lactamase","A39051","beta-lactamase"
"SFH-related subclass B2 metallo-beta-lactamase","A32616","beta-lactamase"
"SGM family class A beta-lactamase","A17593","beta-lactamase"
"SHV family class A beta-lactamase","A29449","beta-lactamase"
"SHV/LEN/OKP family class A beta-lactamase","A24747","beta-lactamase"
"small multi-drug export protein","A9995","multidrug"
"small multi-drug resistant family protein","A39303","multidrug"
"small multidrug efflux protein","A16941","multidrug"
"small Multidrug Resistance family protein","A29152","multidrug"
"small multidrug resistance protein","A24822","multidrug"
"SMB-1 family subclass B3 metallo-beta-lactamase","A42187","beta-lactamase"
"SmdA family multidrug ABC transporter permease/ATP-binding protein","A6684","multidrug"
"SmdB family multidrug efflux ABC transporter permease/ATP-binding protein","A6683","multidrug"
"SMR family multidrug efflux protein EmrE","A7548","multidrug"
"SMR family multidrug efflux pump","A41466","multidrug"
"SMR multidrug efflux transporter","A64856","multidrug"
"sodium-coupled multidrug efflux MATE transporter HmrM","A24374","multidrug"
"sodium-coupled multidrug efflux MATE transporter NorM","A23200","multidrug"
"sodium-coupled multidrug efflux MATE transporter PdrM","A27240","multidrug"
"sodium-coupled multidrug efflux MATE transporter VcmA","A25365","multidrug"
"sodium-coupled multidrug efflux MATE transporter VcrM","A25319","multidrug"
"sodium-coupled multidrug efflux MATE transporter VmrA","A22993","multidrug"
"solanimycin export family MATE transporter SolL","A33591","multidrug"
"SPR family subclass B3 metallo-beta-lactamase","A28027","beta-lactamase"
"SRT/SST family class C beta-lactamase","A14505","beta-lactamase"
"streptogramin A O-acetyltransferase Vat(D)","A62765","streptogramin"
"streptogramin A O-acetyltransferase Vat(E)","A27765","streptogramin"
"streptogramin A O-acetyltransferase Vat(F)","A32587","streptogramin"
"streptogramin A O-acetyltransferase Vat(I)","A33650","streptogramin"
"streptogramin acetyl transferase","A41807","streptogramin"
"streptogramin B lyase","A41000","streptogramin"
"streptogramin B lyase Vgb(B)","A37428","streptogramin"
"streptogramin B lyase Vgb(C)","A39635","streptogramin"
"streptogramin lyase","A27330","streptogramin"
"streptogramin lyase gluconolactonase family","A52431","streptogramin"
"streptomycin-6-phosphate phosphatase","A70911","streptomycin"
"streptomycin-6-phosphotransferase","A16792","streptomycin"
"streptomycin 3''-adenylyltransferase","A69150","streptomycin"
"streptomycin 3''-kinase","A27585","streptomycin"
"streptomycin 3''-phosphotransferase","A43624","streptomycin"
"streptomycin 6-kinase","A42422","streptomycin"
"Streptomycin 6-kinase-like protein","A57309","streptomycin"
"streptomycin 6-O-phosphotransferase","A52083","streptomycin"
"streptomycin adenylyltransferase Str","A21623","streptomycin"
"streptomycin kinase","A34648","streptomycin"
"streptomycin phosphotransferase","A31819","streptomycin"
"streptomycin resistance protein","A33353","streptomycin"
"streptothricin acetyltransferase","A25657","streptothricin"
"streptothricin N-acetyltransferase Sat1","A57924","streptothricin"
"streptothricin N-acetyltransferase Sat2","A7655","streptothricin"
"streptothricin N-acetyltransferase Sat4","A12513","streptothricin"
"streptothricin N-acetyltransferase SatA","A11878","streptothricin"
"subclass B1 metallo-beta-lactamase","A14033","beta-lactamase"
"subclass B1 metallo-beta-lactamase AFM-1","A41761","beta-lactamase"
"subclass B1 metallo-beta-lactamase AFM-2","A45988","beta-lactamase"
"subclass B1 metallo-beta-lactamase AFM-3","A44508","beta-lactamase"
"subclass B1 metallo-beta-lactamase AFM-4","A60381","beta-lactamase"
"subclass B1 metallo-beta-lactamase ALI-1","A51945","beta-lactamase"
"subclass B1 metallo-beta-lactamase ANA-1","A29601","beta-lactamase"
"subclass B1 metallo-beta-lactamase BIM-1","A38958","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-1","A31636","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-11","A60422","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-12","A31668","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-14","A57749","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-16","A35297","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-17","A43665","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-18","A30801","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-19","A34002","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-21","A40193","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-22","A46200","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-25","A26348","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-29","A55757","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-31","A45551","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-33","A38790","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-36","A35674","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-6","A57257","beta-lactamase"
"subclass B1 metallo-beta-lactamase BlaB-7","A42691","beta-lactamase"
"subclass B1 metallo-beta-lactamase CfiA/CcrA","A43520","beta-lactamase"
"subclass B1 metallo-beta-lactamase CfiA14","A46551","beta-lactamase"
"subclass B1 metallo-beta-lactamase CfiA2","A63972","beta-lactamase"
"subclass B1 metallo-beta-lactamase DIM-1","A45039","beta-lactamase"
"subclass B1 metallo-beta-lactamase EBR-3","A36080","beta-lactamase"
"subclass B1 metallo-beta-lactamase EBR-5","A38323","beta-lactamase"
"subclass B1 metallo-beta-lactamase ECV-1","A70723","beta-lactamase"
"subclass B1 metallo-beta-lactamase GIM-1","A44015","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-1","A8286","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-10","A51448","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-11","A40549","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-13","A31278","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-14","A40221","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-15","A36867","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-18","A44034","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-22","A52002","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-23","A64272","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-26","A42071","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-27","A28326","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-34","A44359","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-37","A45212","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-38","A61757","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-4","A15575","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-45","A31559","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-6","A29344","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-60","A60489","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-64","A69453","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-68","A42837","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-69","A58823","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-8","A37936","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-84","A43572","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-87","A71343","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-91","A57412","beta-lactamase"
"subclass B1 metallo-beta-lactamase IMP-96","A45405","beta-lactamase"
"subclass B1 metallo-beta-lactamase IND-17","A69310","beta-lactamase"
"subclass B1 metallo-beta-lactamase IND-2","A35800","beta-lactamase"
"subclass B1 metallo-beta-lactamase IND-5","A42100","beta-lactamase"
"subclass B1 metallo-beta-lactamase IND-7","A44510","beta-lactamase"
"subclass B1 metallo-beta-lactamase JOHN-1","A43064","beta-lactamase"
"subclass B1 metallo-beta-lactamase KHM-1","A38032","beta-lactamase"
"subclass B1 metallo-beta-lactamase MUS-1","A36230","beta-lactamase"
"subclass B1 metallo-beta-lactamase MYO-1","A36231","beta-lactamase"
"subclass B1 metallo-beta-lactamase MYX-1","A51780","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-1","A8724","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-13","A50548","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-16b","A36133","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-19","A64039","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-2","A62079","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-27","A50984","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-29","A24110","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-3","A39441","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-36","A51558","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-37","A35486","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-4","A34860","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-5","A24065","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-6","A49958","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-7","A26370","beta-lactamase"
"subclass B1 metallo-beta-lactamase NDM-9","A44968","beta-lactamase"
"subclass B1 metallo-beta-lactamase PST-1","A61616","beta-lactamase"
"subclass B1 metallo-beta-lactamase SHD-1","A45255","beta-lactamase"
"subclass B1 metallo-beta-lactamase SHN-1","A45268","beta-lactamase"
"subclass B1 metallo-beta-lactamase SIM-1","A51290","beta-lactamase"
"subclass B1 metallo-beta-lactamase SPM-1","A27336","beta-lactamase"
"subclass B1 metallo-beta-lactamase SPS-1","A51163","beta-lactamase"
"subclass B1 metallo-beta-lactamase STA-1","A51980","beta-lactamase"
"subclass B1 metallo-beta-lactamase TMB-1","A60590","beta-lactamase"
"subclass B1 metallo-beta-lactamase TTU-1","A69347","beta-lactamase"
"subclass B1 metallo-beta-lactamase TUS-1","A63937","beta-lactamase"
"subclass B1 metallo-beta-lactamase VAM-1","A66469","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-1","A24298","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-11","A61893","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-2","A19591","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-24","A39046","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-27","A32215","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-28","A66615","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-4","A36280","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-5","A61677","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-54","A40218","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-6","A62680","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-71","A64285","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-80","A61529","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-84","A55689","beta-lactamase"
"subclass B1 metallo-beta-lactamase VIM-85","A51823","beta-lactamase"
"subclass B1 metallo-beta-lactamase WUS-1","A46431","beta-lactamase"
"subclass B1 metallo-beta-lactamase ZOG-1","A34284","beta-lactamase"
"subclass B2 metallo-beta-lactamase","A23080","beta-lactamase"
"subclass B2 metallo-beta-lactamase CphA3","A62776","beta-lactamase"
"subclass B2 metallo-beta-lactamase PFM-4","A61503","beta-lactamase"
"subclass B2 metallo-beta-lactamase SFH-1","A39054","beta-lactamase"
"subclass B2 metallo-beta-lactamase YEM-1","A66428","beta-lactamase"
"subclass B3 metallo-beta-lactamase","A10721","beta-lactamase"
"subclass B3 metallo-beta-lactamase BJP-1","A43224","beta-lactamase"
"subclass B3 metallo-beta-lactamase CAR-1","A39787","beta-lactamase"
"subclass B3 metallo-beta-lactamase CAU-1","A40586","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-17","A31667","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-19","A35298","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-20","A31637","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-21","A42726","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-22","A34004","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-25","A57256","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-3","A41398","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-30","A57748","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-31","A26352","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-38","A55758","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-4","A71200","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-41","A58801","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-42","A38791","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-43","A62397","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-49","A35673","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-5","A70756","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-50","A45552","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-51","A42692","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-52","A40194","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-6","A30800","beta-lactamase"
"subclass B3 metallo-beta-lactamase GOB-7","A46201","beta-lactamase"
"subclass B3 metallo-beta-lactamase PAM-2","A40128","beta-lactamase"
"subclass B3 metallo-beta-lactamase POM-1","A60556","beta-lactamase"
"subclass B3 metallo-beta-lactamase SIE-1","A46542","beta-lactamase"
